iter	Passed	Remaining
446	1380	1707
447	1383	1704
448	1386	1701
449	1388	1696
450	1390	1692
451	1393	1689
452	1395	1685
453	1398	1682
454	1400	1677
455	1403	1673
456	1406	1670
457	1408	1667
458	1410	1662
459	1413	1659
460	1415	1655
461	1418	1651
462	1420	1646
463	1422	1642
464	1424	1639
465	1426	1635
466	1429	1631
467	1432	1627
468	1434	1624
469	1437	1621
470	1439	1616
471	1442	1613
472	1443	1608
473	1445	1603
474	1447	1599
475	1450	1596
476	1452	1592
477	1455	1589
478	1457	1585
479	1459	1581
480	1462	1578
481	1464	1573
482	1466	1569
483	1469	1566
484	1471	1562
485	1473	1558
486	1475	1554
487	1478	1550
488	1480	1547
489	1483	1544
490	1486	1541
491	1488	1537
492	1491	1533
493	1493	1529
494	1495	1525
495	1497	1521
496	1499	1517
497	1501	1513
498	1503	1509
499	1505	1505
500	1508	1502
501	1510	1498
502	1512	1494
503	1514	1490
504	1516	1486
505	1519	1483
506	1522	1480
507	1523	1475
508	1526	1472
509	1529	1469
510	1531	1465
511	1534	1462
512	1537	1459
513	1541	1457
514	1544	1454
515	1546	1450
516	1549	1447
517	1553	1445
518	1556	1442
519	1559	1439
520	1561	1435
521	1565	1433
522	1568	1430
523	1571	1427
524	1575	1425
525	1577	1421
526	1580	1418
527	1582	1414
528	1585	1411
529	1587	1407
530	1590	1404
531	1592	1401
532	1596	1398
533	1600	1397
534	1602	1392
535	1604	1388
536	1606	1384
537	1608	1381
538	1611	1377
539	1612	1374
540	1614	1370
541	1616	1366
542	1618	1362
543	1621	1359
544	1625	1356
545	1627	1353
546	1629	1349
547	1631	1345
548	1634	1342
549	1636	1339
550	1639	1335
551	1641	1332
552	1643	1328
553	1645	1324
554	1647	1321
555	1649	1317
556	1652	1314
557	1655	1311
558	1658	1308
559	1661	1305
560	1663	1301
561	1666	1298
562	1668	1295
563	1672	1292
564	1675	1289
565	1678	1286
566	1681	1283
567	1684	1281
568	1687	1277
569	1689	1274
570	1692	1271
571	1695	1268
572	1698	1265
573	1699	1261
574	1701	1257
575	1704	1254
576	1707	1251
577	1710	1248
578	1713	1245
579	1715	1242
580	1717	1238
581	1720	1235
582	1723	1232
583	1725	1229
584	1729	1227
585	1732	1224
586	1735	1221
587	1738	1218
588	1741	1215
589	1743	1211
590	1745	1208
591	1748	1205
592	1750	1201
593	1753	1198
594	1756	1195
595	1758	1191
596	1761	1188
597	1763	1185
598	1764	1181
599	1766	1177
600	1768	1174
601	1769	1170
602	1771	1166
603	1773	1162
604	1774	1158
605	1776	1155
606	1778	1151
607	1779	1147
608	1780	1143
609	1782	1139
610	1783	1135
611	1784	1131
612	1785	1127
613	1786	1123
614	1788	1119
615	1790	1116
616	1792	1112
617	1793	1108
618	1794	1104
619	1796	1100
620	1797	1096
621	1799	1093
622	1800	1089
623	1801	1085
624	1803	1082
625	1804	1078
626	1806	1074
627	1807	1070
628	1808	1066
629	1810	1063
630	1811	1059
631	1814	1056
632	1816	1053
633	1819	1050
634	1821	1046
635	1823	1043
636	1825	1040
637	1826	1036
638	1827	1032
639	1828	1028
640	1829	1024
641	1830	1021
642	1832	1017
643	1835	1014
644	1836	1011
645	1838	1007
646	1840	1004
647	1842	1001
648	1844	997
649	1846	994
650	1848	991
651	1851	988
652	1853	985
653	1855	981
654	1856	978
655	1858	974
656	1859	970
657	1860	967
658	1862	963
659	1864	960
660	1865	956
661	1868	953
662	1871	951
663	1873	948
664	1878	946
665	1879	942
666	1880	939
667	1882	935
668	1883	931
669	1885	928
670	1886	924
671	1887	921
672	1889	918
673	1891	915
674	1894	912
675	1895	908
676	1898	905
677	1899	902
678	1901	899
679	1904	896
680	1905	892
681	1906	889
682	1908	885
683	1909	882
684	1912	879
685	1914	876
686	1917	873
687	1921	871
688	1925	868
689	1929	866
690	1932	864
691	1936	861
692	1939	859
693	1943	856
694	1947	854
695	1950	852
696	1954	849
697	1956	846
698	1957	842
699	1958	839
700	1961	836
701	1965	834
702	1969	832
703	1973	829
704	1976	827
705	1978	823
706	1980	820
707	1983	817
708	1986	815
709	1989	812
710	1992	809
711	1995	807
712	1998	804
713	2000	801
714	2002	798
715	2005	795
716	2008	792
717	2010	789
718	2013	786
719	2016	784
720	2020	781
721	2023	779
722	2026	776
723	2030	774
724	2034	771
725	2038	769
726	2041	766
727	2045	764
728	2048	761
729	2051	758
730	2054	756
731	2058	753
732	2061	751
733	2064	748
734	2067	745
735	2069	742
736	2071	739
737	2072	735
738	2074	732
739	2075	729
740	2076	725
741	2078	722
742	2079	719
743	2081	716
744	2082	712
745	2084	709
746	2086	706
747	2087	703
748	2089	700
749	2090	696
750	2091	693
751	2093	690
752	2096	687
753	2099	684
754	2101	681
755	2102	678
756	2103	675
757	2105	672
758	2106	668
759	2107	665
760	2109	662
761	2110	659
762	2112	656
763	2113	652
764	2114	649
765	2115	646
766	2117	643
767	2118	639
768	2120	636
769	2122	633
770	2124	630
771	2125	627
772	2127	624
773	2130	622
774	2132	619
775	2135	616
776	2138	613
777	2141	611
778	2144	608
779	2147	605
780	2152	603
781	2158	601
782	2162	599
783	2164	596
784	2165	593
785	2167	590
786	2169	587
787	2171	584
788	2173	581
789	2176	578
790	2178	575
791	2180	572
792	2183	569
793	2185	567
794	2187	564
795	2191	561
796	2193	558
797	2195	555
798	2197	552
799	2200	550
800	2202	547
801	2205	544
802	2208	541
803	2212	539
804	2215	536
805	2218	534
806	2221	531
807	2223	528
808	2226	525
809	2228	522
810	2231	520
811	2234	517
812	2238	514
813	2241	512
814	2244	509
815	2246	506
816	2249	503
817	2251	500
818	2254	498
819	2257	495
820	2260	492
821	2263	490
822	2264	487
823	2266	484
824	2267	481
825	2269	478
826	2270	474
827	2271	471
828	2272	468
829	2275	466
830	2277	463
831	2278	460
832	2281	457
833	2283	454
834	2285	451
835	2287	448
836	2288	445
837	2290	442
838	2292	439
839	2294	437
840	2296	434
841	2298	431
842	2300	428
843	2302	425
844	2304	422
845	2305	419
846	2308	416
847	2310	414
848	2312	411
849	2313	408
850	2315	405
851	2317	402
852	2319	399
853	2321	396
854	2324	394
855	2326	391
856	2328	388
857	2329	385
858	2331	382
859	2333	379
860	2335	376
861	2336	374
862	2338	371
863	2339	368
864	2341	365
865	2343	362
866	2345	359
867	2348	357
868	2349	354
869	2351	351
870	2354	348
871	2356	345
872	2359	343
873	2362	340
874	2366	338
875	2369	335
876	2372	332
877	2374	329
878	2377	327
879	2381	324
880	2385	322
881	2387	319
882	2391	316
883	2394	314
884	2397	311
885	2401	308
886	2404	306
887	2408	303
888	2411	301
889	2413	298
890	2415	295
891	2417	292
892	2421	290
893	2424	287
894	2426	284
895	2428	281
896	2430	279
897	2432	276
898	2433	273
899	2436	270
900	2438	267
901	2440	265
902	2442	262
903	2446	259
904	2448	257
905	2450	254
906	2452	251
907	2454	248
908	2457	246
909	2461	243
910	2464	240
911	2467	238
912	2470	235
913	2474	232
914	2476	230
915	2478	227
916	2483	224
917	2485	222
918	2489	219
919	2491	216
920	2493	213
921	2496	211
922	2499	208
923	2502	205
924	2504	203
925	2506	200
926	2508	197
927	2511	194
928	2513	192
929	2515	189
930	2516	186
931	2518	183
932	2520	180
933	2521	178
934	2522	175
935	2524	172
936	2525	169
937	2527	167
938	2529	164
939	2531	161
940	2533	158
941	2535	156
942	2537	153
943	2539	150
944	2541	147
945	2544	145
946	2546	142
947	2548	139
948	2550	137
949	2552	134
950	2553	131
951	2555	128
952	2559	126
953	2562	123
954	2564	120
955	2566	118
956	2568	115
957	2569	112
958	2571	109
959	2573	107
960	2576	104
961	2578	101
962	2580	99
963	2583	96
964	2585	93
965	2587	91
966	2589	88
967	2592	85
968	2594	82
969	2596	80
970	2599	77
971	2601	74
972	2602	72
973	2604	69
974	2607	66
975	2609	64
976	2612	61
977	2614	58
978	2618	56
979	2620	53
980	2622	50
981	2624	48
982	2626	45
983	2628	42
984	2630	40
985	2632	37
986	2635	34
987	2639	32
988	2642	29
989	2646	26
990	2651	24
991	2656	21
992	2660	18
993	2664	16
994	2669	13
995	2672	10
996	2676	8
997	2681	5
998	2685	2
999	2689	0
